Transaction_ID,Customer_ID,Date,Category,Amount,Account_Balance,City_x,Channel,Source,Card_Id,Merchant,First_Name,Last_Name,Email,Gender,City_y,Join_Date,Age,Income,Account_Type
48.0,48,2024-09-12,Deposit,4885,,Richmond,Branch,Checking,,,Harlan,Antushev,hantushev1b@comsenz.com,Male,Namboongan,2024-01-17,75,66378,Checking
49.0,49,2022-06-19,Deposit,360,,Novopokrovka,Branch,Checking,,,Bjorn,Szymanek,bszymanek1c@youku.com,Genderfluid,Najin,2021-01-06,53,100525,Savings
50.0,50,2023-09-04,Deposit,3052,,Białobrzegi,Online,Checking,,,Lucy,Canacott,lcanacott1d@google.es,Female,Liloan,2015-06-09,69,58203,Checking
51.0,51,2023-12-26,Withdrawal,357,,Rybnoye,ATM,Checking,,,Kit,Wynrahame,kwynrahame1e@woothemes.com,Male,Lengshui,2019-09-13,32,70450,Both
52.0,52,2023-09-15,Transfer,3270,,Yakimovo,ATM,Checking,,,Addi,Partener,apartener1f@ibm.com,Female,Tabwakea Village,2015-03-02,69,145372,Checking
53.0,53,2024-03-14,Withdrawal,3147,,Buket Teukuh,ATM,Checking,,,Patrizio,Nesbeth,pnesbeth1g@g.co,Male,Chigorodó,2016-08-24,27,146173,Checking
54.0,54,2022-06-13,Transfer,1286,,Desnogorsk,ATM,Checking,,,Leland,Killgus,lkillgus1h@php.net,Female,Muonio,2022-07-29,70,145128,Checking
55.0,55,2022-06-27,Deposit,3671,,Lenningen,Branch,Checking,,,Jefferey,McLeish,jmcleish1i@salon.com,Male,Tulsīpur,2018-10-31,31,134085,Both
56.0,56,2022-03-11,Withdrawal,43,,Guayabal de Síquima,ATM,Checking,,,Weber,Daines,wdaines1j@umich.edu,Male,Znamenskoye,2018-10-16,47,72425,Both
57.0,57,2024-06-23,Deposit,3738,,Daniëlskuil,ATM,Checking,,,Mathilda,Lenham,mlenham1k@washington.edu,Female,Saguing,2021-01-18,53,122809,Both
58.0,58,2023-11-14,Transfer,4077,,Cuauhtemoc,Online,Checking,,,Juan,Bodham,jbodham1l@walmart.com,Male,Baracoa,2019-10-18,23,73592,Both
59.0,59,2023-05-06,Transfer,4768,,Hakodate,Branch,Checking,,,Deena,Elstone,delstone1m@mac.com,Female,Yongfeng,2016-06-30,50,100046,Checking
60.0,60,2022-10-22,Deposit,1720,,Străşeni,Branch,Checking,,,Lesley,Brumham,lbrumham1n@oakley.com,Male,Milíkov,2017-02-16,73,41506,Both
61.0,61,2022-05-27,Deposit,3813,,Verkhniy Lomov,ATM,Checking,,,Gregoor,Malthouse,gmalthouse1o@linkedin.com,Male,Safonovo,2021-02-25,24,67112,Checking
62.0,62,2023-01-18,Deposit,3532,,Gyōda,Online,Checking,,,Johanna,Mackison,jmackison1p@dyndns.org,Female,Końskowola,2015-09-11,74,75468,Checking
63.0,63,2024-03-08,Withdrawal,2572,,Emiliano Zapata,Online,Checking,,,Hobard,Ceresa,hceresa1q@reference.com,Male,Provins,2017-10-27,35,54069,Both
64.0,64,2023-02-09,Withdrawal,2181,,Tsiroanomandidy,Online,Checking,,,Myrilla,Vida,mvida1r@redcross.org,Female,Putrajawa,2016-11-16,64,48146,Both
65.0,65,2022-06-29,Deposit,3991,,Barru,ATM,Checking,,,Zachery,Folder,zfolder1s@furl.net,Male,Xianyan,2024-08-10,26,114129,Savings
66.0,66,2023-07-14,Transfer,4111,,Guilmaro,ATM,Checking,,,Barbara,Conti,bconti1t@kickstarter.com,Non-binary,Langkapcaang Hilir,2016-06-02,41,91299,Checking
67.0,67,2023-06-01,Withdrawal,119,,L'viv,Branch,Checking,,,Derrik,Spreckley,dspreckley1u@about.com,Male,Socorro,2024-05-18,54,80076,Checking
68.0,68,2022-07-02,Withdrawal,41,,Ústí nad Labem,ATM,Checking,,,Alfreda,Sheffield,asheffield1v@wordpress.com,Female,Annecy,2017-01-20,38,148720,Savings
69.0,69,2024-04-23,Deposit,2451,,Annapolis,ATM,Checking,,,Ruprecht,Southerden,rsoutherden1w@cdc.gov,Male,Ternovka,2018-02-24,24,87843,Both
70.0,70,2022-11-09,Withdrawal,2923,,Sigay,Branch,Checking,,,Catherin,Kermath,ckermath1x@g.co,Female,Bodø,2022-07-22,55,71946,Checking
71.0,71,2024-05-27,Deposit,4968,,Mtsamdou,ATM,Checking,,,Parke,Legonidec,plegonidec1y@google.com,Male,Xin’an,2020-09-15,34,91867,Savings
72.0,72,2023-01-30,Deposit,3797,,Bambas,ATM,Checking,,,Harcourt,Kenforth,hkenforth1z@constantcontact.com,Polygender,Sumbersarikrajan,2023-11-08,66,113562,Checking
73.0,73,2023-05-16,Deposit,4990,,Kampene,ATM,Checking,,,Gabriella,Morena,gmorena20@technorati.com,Female,Harstad,2018-05-31,68,144364,Both
74.0,74,2024-09-04,Withdrawal,2021,,Ciénega,Online,Checking,,,Darb,Lister,dlister21@usa.gov,Female,Xufeng,2015-08-23,23,138673,Checking
75.0,75,2023-01-12,Deposit,2579,,Pinhão,Online,Checking,,,Annadiana,Benda,abenda22@pbs.org,Female,Chor,2019-07-27,54,84837,Savings
76.0,76,2023-01-15,Withdrawal,2736,,Villa Atamisqui,Online,Checking,,,Rock,Enoch,renoch23@springer.com,Male,Kallíthiron,2020-06-06,69,149892,Checking
77.0,77,2022-03-20,Deposit,1353,,Tubod,ATM,Checking,,,Vanni,Spoole,vspoole24@hp.com,Female,Amphawa,2015-09-26,33,140413,Both
78.0,78,2022-06-15,Deposit,3014,,Tromsø,Online,Checking,,,Mae,Morrant,mmorrant25@cafepress.com,Female,Arnage,2024-06-08,25,104174,Savings
79.0,79,2023-01-29,Withdrawal,3715,,San Antonio Oeste,Online,Checking,,,Aldric,Gleeton,agleeton26@seesaa.net,Male,Fuyo,2020-12-02,31,76901,Savings
80.0,80,2024-04-27,Deposit,2035,,Jieshan,ATM,Checking,,,Dena,Barus,dbarus27@ehow.com,Female,Kijini,2022-10-22,50,89977,Checking
81.0,81,2023-12-31,Transfer,1509,,Krajan Karanganyar,Branch,Checking,,,Donavon,Radford,dradford28@hp.com,Male,Penang,2016-01-27,69,39152,Both
82.0,82,2023-11-04,Transfer,1533,,Toungo,ATM,Checking,,,Ferrel,Hunnable,fhunnable29@dropbox.com,Male,Isnos,2017-01-29,19,32119,Both
83.0,83,2024-03-16,Transfer,3884,,Châu Thành,ATM,Checking,,,Kendre,Puncher,kpuncher2a@tinypic.com,Female,Sepahua,2022-08-05,62,123724,Checking
84.0,84,2023-01-30,Transfer,385,,Nsanje,ATM,Checking,,,Odo,Haselup,ohaselup2b@liveinternet.ru,Male,Kasimov,2020-10-31,54,46788,Checking
85.0,85,2024-09-13,Withdrawal,2480,,Al Metlaoui,ATM,Checking,,,Laurie,Scawn,lscawn2c@phpbb.com,Female,Hechuan,2020-07-27,56,126313,Savings
86.0,86,2024-01-09,Withdrawal,2821,,Bayt ‘Awwā,Online,Checking,,,Naomi,Handley,nhandley2d@forbes.com,Female,Novi Bečej,2019-10-10,62,137581,Both
87.0,87,2024-03-06,Withdrawal,3024,,Labin,Online,Checking,,,Janean,Giacomelli,jgiacomelli2e@ustream.tv,Female,Yorosso,2020-12-05,23,71409,Both
88.0,88,2023-02-19,Deposit,3076,,Bordeaux,Branch,Checking,,,Annabal,Slucock,aslucock2f@exblog.jp,Female,Józefosław,2022-05-03,48,52203,Savings
89.0,89,2024-06-18,Withdrawal,3899,,Muchkapskiy,Online,Checking,,,Welch,Andreucci,wandreucci2g@dmoz.org,Male,Lingyuan,2015-01-17,63,102495,Savings
90.0,90,2022-07-04,Deposit,2351,,Talisayan,Branch,Checking,,,Cyndie,Tuma,ctuma2h@google.nl,Female,Salinungan Proper,2017-06-18,23,99752,Both
91.0,91,2023-11-26,Deposit,3323,,Marmashen,ATM,Checking,,,Emanuele,Hathorn,ehathorn2i@free.fr,Male,Grande Prairie,2021-03-01,52,54752,Savings
92.0,92,2024-12-24,Deposit,4004,,Chittagong,ATM,Checking,,,Arlana,Lakenton,alakenton2j@barnesandnoble.com,Female,Chating,2018-07-23,45,57940,Both
93.0,93,2022-02-22,Deposit,1107,,Yiwa,ATM,Checking,,,Aline,Barnaclough,abarnaclough2k@live.com,Female,Ibiporã,2024-05-06,48,66359,Both
94.0,94,2023-09-22,Deposit,4084,,Stamford,ATM,Checking,,,Alvis,Keay,akeay2l@dagondesign.com,Male,Kutno,2015-08-10,66,47138,Checking
95.0,95,2024-09-30,Withdrawal,2427,,Mach,ATM,Checking,,,Warner,Crookall,wcrookall2m@nih.gov,Male,Ladushkin,2015-12-16,23,53517,Both
96.0,96,2024-06-08,Transfer,3366,,Parikkala,ATM,Checking,,,Walker,Lortz,wlortz2n@about.me,Male,Mangli,2015-04-11,25,53575,Both
97.0,97,2024-07-07,Transfer,2410,,Prínos,Branch,Checking,,,Sayre,Marrow,smarrow2o@bbc.co.uk,Female,Moret-sur-Loing,2021-12-09,49,56819,Checking
98.0,98,2023-11-13,Transfer,425,,Krupanj,Online,Checking,,,Rivi,McNess,rmcness2p@youtu.be,Female,Thai Charoen,2022-02-19,59,39005,Both
99.0,99,2022-07-08,Withdrawal,3603,,Suhong,Branch,Checking,,,Aguie,Philipson,aphilipson2q@fema.gov,Male,Neuquén,2023-10-25,65,87944,Checking
100.0,100,2024-02-12,Deposit,1032,,Liaoyang,Online,Checking,,,Dot,Footitt,dfootitt2r@parallels.com,Polygender,Umpak,2019-09-25,73,37063,Checking
101.0,101,2022-02-01,Withdrawal,2995,,Longwy,Branch,Checking,,,Enrika,Gurton,egurton2s@reference.com,Female,Lianyun,2023-10-16,70,137961,Savings
102.0,102,2024-10-04,Transfer,856,,Bojongloa,ATM,Checking,,,Lyman,Giacovazzo,lgiacovazzo2t@nsw.gov.au,Male,Avignon,2018-04-12,65,70373,Both
103.0,103,2024-04-28,Withdrawal,4972,,Baja Mar,ATM,Checking,,,Fernanda,Stigger,fstigger2u@symantec.com,Female,Bang Kho Laem,2023-07-28,57,42156,Checking
104.0,104,2023-01-29,Deposit,1962,,Xiangrong,Online,Checking,,,Meaghan,Matisse,mmatisse2v@unc.edu,Female,Oslo,2024-08-08,42,96201,Both
105.0,105,2024-02-07,Transfer,3913,,Selikhino,ATM,Checking,,,Carlynne,Berens,cberens2w@rambler.ru,Female,Koina,2017-07-07,49,78562,Both
106.0,106,2023-06-21,Withdrawal,3364,,Novorossiysk,Branch,Checking,,,Kelby,Burberow,kburberow2x@hhs.gov,Male,Gllogjan,2021-11-03,54,124573,Checking
107.0,107,2024-09-02,Transfer,1393,,Neietsu,Branch,Checking,,,Leena,Meiner,lmeiner2y@sbwire.com,Female,Las Cruces,2020-02-21,37,110122,Savings
108.0,108,2022-08-08,Transfer,1064,,Helmsange,Branch,Checking,,,Demetria,Samways,dsamways2z@homestead.com,Agender,Chixi,2017-11-23,60,105276,Savings
109.0,109,2023-06-19,Withdrawal,2779,,Rama,Branch,Checking,,,Doll,Bullion,dbullion30@imageshack.us,Agender,Jacksonville,2019-05-03,56,100606,Both
110.0,110,2024-11-27,Transfer,1187,,Río Colorado,ATM,Checking,,,Conrad,Jacqueme,cjacqueme31@ow.ly,Male,Selajambe Satu,2015-07-13,48,84905,Savings
111.0,111,2022-10-08,Deposit,3109,,Al Maşdūr,Online,Checking,,,Tatiana,Swalwel,tswalwel32@businessweek.com,Female,Denver,2023-06-06,23,57049,Checking
112.0,112,2023-10-23,Deposit,2439,,Dongsheng,Branch,Checking,,,Bobette,Gregoletti,bgregoletti33@mashable.com,Polygender,Pachīr wa Āgām,2020-06-18,39,30884,Checking
113.0,113,2023-07-26,Deposit,4979,,Kajiki,Online,Checking,,,Gerard,Doleman,gdoleman34@sfgate.com,Male,Kargowa,2015-04-05,53,143483,Savings
114.0,114,2023-04-16,Deposit,280,,Tayturka,ATM,Checking,,,Godwin,Corran,gcorran35@house.gov,Male,Tekikbanyuurip,2019-09-16,56,89925,Savings
115.0,115,2022-02-05,Withdrawal,105,,Fuente de Oro,ATM,Checking,,,Sandie,Vila,svila36@guardian.co.uk,Female,Muesanaik,2023-12-26,40,120544,Checking
116.0,116,2024-11-15,Withdrawal,860,,Itatinga,ATM,Checking,,,Truman,Markson,tmarkson37@google.com.au,Polygender,Carnot,2016-02-16,64,122310,Both
117.0,117,2024-01-29,Withdrawal,171,,Randuagung,Online,Checking,,,Zared,Pylkynyton,zpylkynyton38@php.net,Male,Timba Lauk,2022-06-08,36,34169,Checking
118.0,118,2023-09-13,Deposit,3383,,Urung,ATM,Checking,,,Virgie,Moncreif,vmoncreif39@deliciousdays.com,Male,Helsingborg,2016-06-13,46,57231,Savings
119.0,119,2022-02-04,Deposit,240,,Sharjah,Online,Checking,,,Maitilde,Zecchini,mzecchini3a@canalblog.com,Female,Skwierzyna,2024-07-30,71,78603,Savings
120.0,120,2023-01-02,Deposit,4761,,Pogórze,Branch,Checking,,,Gracia,Sawley,gsawley3b@thetimes.co.uk,Female,Ostrowite,2023-03-24,22,74530,Checking
121.0,121,2024-03-01,Deposit,1456,,Dezhou,Online,Checking,,,Reynolds,BURWIN,rburwin3c@g.co,Male,Covão da Carvalha,2022-01-14,27,118019,Checking
122.0,122,2023-09-04,Deposit,2237,,Bayaguana,Online,Checking,,,Bryn,Smieton,bsmieton3d@instagram.com,Male,Igbeti,2021-02-13,30,44726,Checking
123.0,123,2023-07-12,Deposit,1720,,Gaoling,ATM,Checking,,,Jereme,MacDermot,jmacdermot3e@smh.com.au,Male,Antigonish,2020-01-10,24,53197,Checking
124.0,124,2022-11-13,Transfer,3119,,Huacrapuquio,ATM,Checking,,,Daphne,Marwick,dmarwick3f@tamu.edu,Female,Karsin,2020-08-22,23,40096,Both
125.0,125,2024-12-17,Transfer,707,,Liminka,ATM,Checking,,,Gwendolin,Yakushkin,gyakushkin3g@zdnet.com,Female,Fukura,2024-03-21,32,33548,Savings
126.0,126,2024-08-29,Deposit,3161,,El Carmen,ATM,Checking,,,Jacky,Wanklin,jwanklin3h@latimes.com,Female,Gongchenqiao,2022-08-27,64,101804,Savings
127.0,127,2023-01-17,Transfer,1771,,Cértegui,Online,Checking,,,Jessamyn,Martschke,jmartschke3i@goo.ne.jp,Female,Fujinomiya,2015-01-23,53,30554,Both
128.0,128,2022-01-02,Deposit,1616,,Ćićevac,Branch,Checking,,,Ettie,Swales,eswales3j@nydailynews.com,Female,Kępno,2024-10-10,72,80622,Savings
129.0,129,2023-09-02,Transfer,2826,,Al Madān,ATM,Checking,,,Taddeo,Longley,tlongley3k@biblegateway.com,Male,Kovrov,2020-01-23,21,65261,Checking
130.0,130,2024-12-15,Deposit,1824,,Katori-shi,ATM,Checking,,,Gregor,Delnevo,gdelnevo3l@hibu.com,Male,Mubo,2015-12-03,36,143901,Savings
131.0,131,2023-04-13,Deposit,4398,,Krousón,Branch,Checking,,,Fran,Elcombe,felcombe3m@gmpg.org,Male,Seke,2023-08-14,19,130778,Savings
132.0,132,2024-05-11,Deposit,4497,,Trinity,Online,Checking,,,Sallee,Friedenbach,sfriedenbach3n@blogspot.com,Female,Sobral,2016-04-23,21,32276,Checking
133.0,133,2024-03-27,Transfer,4622,,Itaperuçu,ATM,Checking,,,Madalyn,Huyton,mhuyton3o@statcounter.com,Female,Milówka,2015-06-13,24,84105,Savings
134.0,134,2024-04-16,Transfer,3604,,Неготино,Branch,Checking,,,Bartolomeo,Usmar,busmar3p@fema.gov,Male,Ujmisht,2020-08-10,18,121170,Both
135.0,135,2024-08-28,Deposit,1754,,Sannois,ATM,Checking,,,Minny,Rickeard,mrickeard3q@chronoengine.com,Female,Cahul,2020-04-22,48,83395,Checking
136.0,136,2024-02-24,Transfer,3563,,Chaloem Phra Kiat,Online,Checking,,,Rabbi,Beacom,rbeacom3r@samsung.com,Male,Tlumačov,2016-01-28,53,86206,Checking
137.0,137,2022-03-16,Deposit,2893,,Bošovice,Online,Checking,,,Meier,Joselson,mjoselson3s@godaddy.com,Male,Anwen,2023-08-17,58,119107,Savings
138.0,138,2024-11-20,Deposit,4094,,San Vicente,Branch,Checking,,,Winonah,O' Reagan,woreagan3t@slate.com,Female,Néa Ankhíalos,2016-08-04,39,126402,Both
139.0,139,2022-02-23,Withdrawal,2747,,Hedi,ATM,Checking,,,Clarence,Milton-White,cmiltonwhite3u@google.co.jp,Male,Bang Lamung,2015-03-03,71,147095,Savings
140.0,140,2022-10-08,Withdrawal,3696,,Choca do Mar,Online,Checking,,,Nancee,Marriage,nmarriage3v@ft.com,Genderfluid,Potou,2022-12-08,54,59413,Savings
141.0,141,2024-06-13,Deposit,2684,,Prince Edward,ATM,Checking,,,Early,Spraging,espraging3w@gizmodo.com,Male,Matanog,2017-07-24,56,52822,Both
142.0,142,2023-04-29,Transfer,787,,Wasogolo,ATM,Checking,,,Terrie,Udden,tudden3x@booking.com,Female,Haiyang,2023-02-23,53,75718,Both
143.0,143,2024-03-27,Deposit,20,,Nikísiani,Online,Checking,,,Damian,Cozens,dcozens3y@earthlink.net,Male,Doloon,2017-11-07,71,78311,Savings
144.0,144,2022-11-08,Transfer,2707,,Pittsburgh,Branch,Checking,,,Hunter,Frandsen,hfrandsen3z@360.cn,Male,Touama,2015-01-20,46,44688,Savings
145.0,145,2024-06-16,Transfer,2201,,Road Town,Branch,Checking,,,Teddy,Dauney,tdauney40@scientificamerican.com,Female,Nalsian Norte,2021-10-11,27,83665,Savings
146.0,146,2022-02-20,Deposit,4525,,Sanya,Online,Checking,,,Hunfredo,Kitt,hkitt41@issuu.com,Male,Beaverton,2015-04-01,49,114437,Checking
147.0,147,2022-06-10,Withdrawal,1820,,Menlou’ao,ATM,Checking,,,Andrea,Heakey,aheakey42@altervista.org,Male,Fucheng,2015-09-07,31,117606,Checking
148.0,148,2022-08-06,Deposit,3353,,Roma,ATM,Checking,,,Cullan,Nutbean,cnutbean43@ameblo.jp,Male,Opařany,2017-03-12,66,91376,Checking
149.0,149,2024-01-08,Deposit,4994,,Leigu,Branch,Checking,,,Ethelind,Agass,eagass44@infoseek.co.jp,Bigender,Youngstown,2022-07-05,57,87205,Checking
150.0,150,2022-11-22,Transfer,2291,,Luzern,ATM,Checking,,,Phylys,Capp,pcapp45@ftc.gov,Polygender,Quípama,2015-10-22,67,98518,Savings
151.0,151,2024-01-10,Deposit,2039,,Konibodom,ATM,Checking,,,Osmund,Passey,opassey46@51.la,Male,Tandil,2023-11-19,74,117457,Both
152.0,152,2022-11-06,Transfer,2831,,Pijao,Online,Checking,,,Nara,Brick,nbrick47@1688.com,Female,Pirajuí,2015-07-29,59,106089,Both
153.0,153,2024-07-21,Transfer,4577,,Puget-sur-Argens,ATM,Checking,,,Bobbie,Sprowle,bsprowle48@upenn.edu,Male,Nowy Dwór Mazowiecki,2016-09-13,37,136552,Checking
154.0,154,2024-11-19,Withdrawal,4581,,An Châu,ATM,Checking,,,Anabelle,McGlew,amcglew49@reverbnation.com,Female,Sabang,2018-11-08,53,94571,Both
155.0,155,2023-03-09,Transfer,230,,Memphis,Branch,Checking,,,Maridel,Estrella,mestrella4a@unc.edu,Female,Bulqizë,2015-11-07,57,34874,Checking
156.0,156,2024-11-03,Transfer,3127,,Ibiúna,ATM,Checking,,,Wilbert,Neames,wneames4b@ycombinator.com,Male,Gongdao,2018-04-01,34,118935,Checking
157.0,157,2024-09-08,Deposit,3734,,Helong,Branch,Checking,,,Kean,Grabiec,kgrabiec4c@google.es,Male,Bāqim as Sūq,2016-06-30,19,102911,Savings
